_id,date,center_name,attendance_count
49170339,2016-01-27,Ormsby Community Center,84
49170340,2016-01-27,Phillips Community Center,97
49170341,2016-01-27,West Penn Community Center,97
49170342,2016-01-27,Warrington Community Center,70
49170343,2016-01-27,Magee Community Center,65
49170344,2016-01-27,Jefferson Community Center,35
49170345,2016-01-26,Arlington Community Center,40
49170346,2016-01-26,Ammon Community Center,42
49170347,2016-01-26,Brookline Community Center,140
49170348,2016-01-26,Ormsby Community Center,50
49170349,2016-01-26,Phillips Community Center,96
49170350,2016-01-26,Warrington Community Center,80
49170351,2016-01-26,West Penn Community Center,66
49170352,2016-01-26,Jefferson Community Center,24
49170353,2016-01-26,Magee Community Center,66
49170354,2016-01-25,Ammon Community Center,45
49170355,2016-01-25,Arlington Community Center,13
49170356,2016-01-25,Brookline Community Center,129
49170357,2016-01-25,Ormsby Community Center,28
49170358,2016-01-25,Phillips Community Center,145
49170359,2016-01-25,West Penn Community Center,61
49170360,2016-01-25,Warrington Community Center,64
49170361,2016-01-25,Magee Community Center,89
49170362,2016-01-25,Jefferson Community Center,12
49170363,2016-01-24,Ammon Community Center,85
49170364,2016-01-23,Brookline Community Center,37
49170365,2016-01-23,Ormsby Community Center,7
49170366,2016-01-23,Phillips Community Center,10
49170367,2016-01-23,West Penn Community Center,2
49170368,2016-01-23,Magee Community Center,18
49170369,2016-01-22,Ammon Community Center,18
49170370,2016-01-22,Arlington Community Center,27
49170371,2016-01-22,Brookline Community Center,86
49170372,2016-01-22,Ormsby Community Center,50
49170373,2016-01-22,Phillips Community Center,85
49170374,2016-01-22,West Penn Community Center,39
49170375,2016-01-22,Warrington Community Center,36
49170376,2016-01-22,Magee Community Center,38
49170377,2016-01-22,Jefferson Community Center,21
49170378,2016-01-21,Arlington Community Center,51
49170379,2016-01-21,Ammon Community Center,85
49170380,2016-01-21,Brookline Community Center,127
49170381,2016-01-21,Ormsby Community Center,75
49170382,2016-01-21,Phillips Community Center,85
49170383,2016-01-21,Warrington Community Center,82
49170384,2016-01-21,West Penn Community Center,101
49170385,2016-01-21,Jefferson Community Center,36
49170386,2016-01-21,Magee Community Center,50
49170387,2016-01-20,Ammon Community Center,149
49170388,2016-01-20,Arlington Community Center,15
49170389,2016-01-20,Brookline Community Center,111
49170390,2016-01-20,Ormsby Community Center,60
49170391,2016-01-20,Paulson Community Center,71
49170392,2016-01-20,Phillips Community Center,5
49170393,2016-01-20,West Penn Community Center,55
49170394,2016-01-20,Warrington Community Center,55
49170395,2016-01-20,Magee Community Center,20
49170396,2016-01-20,Jefferson Community Center,35
49170397,2016-01-19,Arlington Community Center,28
49170398,2016-01-19,Ammon Community Center,136
49170399,2016-01-19,Brookline Community Center,113
49170400,2016-01-19,Ormsby Community Center,69
49170401,2016-01-19,Phillips Community Center,90
49170402,2016-01-19,Warrington Community Center,69
49170403,2016-01-19,West Penn Community Center,76
49170404,2016-01-19,Jefferson Community Center,34
49170405,2016-01-16,Ammon Community Center,29
49170406,2016-01-16,Brookline Community Center,166
49170407,2016-01-16,Ormsby Community Center,31
49170408,2016-01-16,Phillips Community Center,40
49170409,2016-01-16,West Penn Community Center,18
49170410,2016-01-16,Magee Community Center,22
49170411,2016-01-15,Ammon Community Center,51
49170412,2016-01-15,Arlington Community Center,4
49170413,2016-01-15,Brookline Community Center,201
49170414,2016-01-15,Ormsby Community Center,37
49170415,2016-01-15,Phillips Community Center,89
49170416,2016-01-15,West Penn Community Center,44
49170417,2016-01-15,Warrington Community Center,73
49170418,2016-01-15,Magee Community Center,76
49170419,2016-01-15,Jefferson Community Center,34
49170420,2016-01-14,Arlington Community Center,42
49170421,2016-01-14,Ammon Community Center,196
49170422,2016-01-14,Brookline Community Center,151
49170423,2016-01-14,Ormsby Community Center,54
49170424,2016-01-14,Phillips Community Center,106
49170425,2016-01-14,Warrington Community Center,53
49170426,2016-01-14,West Penn Community Center,120
49170427,2016-01-14,Jefferson Community Center,21
49170428,2016-01-14,Magee Community Center,35
49170429,2016-01-13,Ammon Community Center,51
49170430,2016-01-13,Arlington Community Center,18
49170431,2016-01-13,Brookline Community Center,127
49170432,2016-01-13,Ormsby Community Center,57
49170433,2016-01-13,Phillips Community Center,109
49170434,2016-01-13,West Penn Community Center,80
49170435,2016-01-13,Warrington Community Center,76
49170436,2016-01-13,Magee Community Center,50
49170437,2016-01-13,Jefferson Community Center,27
49170438,2016-01-12,Arlington Community Center,25
49170439,2016-01-12,Ammon Community Center,18
49170440,2016-01-12,Brookline Community Center,38
49170441,2016-01-12,Ormsby Community Center,58
49170442,2016-01-12,Phillips Community Center,48
49170443,2016-01-12,Warrington Community Center,47
49170444,2016-01-12,West Penn Community Center,20
49170445,2016-01-12,Jefferson Community Center,9
49170446,2016-01-12,Magee Community Center,34
49170447,2016-01-11,Ammon Community Center,123
49170448,2016-01-11,Arlington Community Center,27
49170449,2016-01-11,Brookline Community Center,116
49170450,2016-01-11,Ormsby Community Center,51
49170451,2016-01-11,Phillips Community Center,106
49170452,2016-01-11,West Penn Community Center,110
49170453,2016-01-11,Warrington Community Center,66
49170454,2016-01-11,Magee Community Center,72
49170455,2016-01-11,Jefferson Community Center,42
49170456,2016-01-09,Brookline Community Center,65
49170457,2016-01-09,Ormsby Community Center,18
49170458,2016-01-09,Phillips Community Center,30
49170459,2016-01-09,West Penn Community Center,102
49170460,2016-01-09,Magee Community Center,22
49170461,2016-01-08,Arlington Community Center,7
49170462,2016-01-08,Ammon Community Center,103
49170463,2016-01-08,Brookline Community Center,162
49170464,2016-01-08,Ormsby Community Center,21
49170465,2016-01-08,Phillips Community Center,93
49170466,2016-01-08,West Penn Community Center,64
49170467,2016-01-08,Warrington Community Center,76
49170468,2016-01-08,Magee Community Center,53
49170469,2016-01-08,Jefferson Community Center,41
49170470,2016-01-07,Ammon Community Center,121
49170471,2016-01-07,Arlington Community Center,27
49170472,2016-01-07,Brookline Community Center,135
49170473,2016-01-07,Ormsby Community Center,56
49170474,2016-01-07,Phillips Community Center,97
49170475,2016-01-07,Warrington Community Center,72
49170476,2016-01-07,West Penn Community Center,86
49170477,2016-01-07,Jefferson Community Center,33
49170478,2016-01-07,Magee Community Center,49
49170479,2016-01-06,Arlington Community Center,23
49170480,2016-01-06,Ammon Community Center,54
49170481,2016-01-06,Brookline Community Center,177
49170482,2016-01-06,Ormsby Community Center,77
49170483,2016-01-06,Phillips Community Center,89
49170484,2016-01-06,West Penn Community Center,86
49170485,2016-01-06,Warrington Community Center,76
49170486,2016-01-06,Magee Community Center,48
49170487,2016-01-06,Jefferson Community Center,28
49170488,2016-01-05,Ammon Community Center,29
49170489,2016-01-05,Arlington Community Center,20
49170490,2016-01-05,Brookline Community Center,188
49170491,2016-01-05,Ormsby Community Center,50
49170492,2016-01-05,Paulson Community Center,11
49170493,2016-01-05,Phillips Community Center,65
49170494,2016-01-05,Warrington Community Center,52
49170495,2016-01-05,West Penn Community Center,41
49170496,2016-01-05,Jefferson Community Center,22
49170497,2016-01-05,Magee Community Center,58
49170498,2016-01-04,Arlington Community Center,28
49170499,2016-01-04,Ammon Community Center,136
49170500,2016-01-04,Brookline Community Center,149
49170501,2016-01-04,Ormsby Community Center,51
49170502,2016-01-04,Phillips Community Center,110
49170503,2016-01-04,West Penn Community Center,84
49170504,2016-01-04,Warrington Community Center,64
49170505,2016-01-04,Magee Community Center,63
49170506,2016-01-04,Jefferson Community Center,32
49170507,2016-01-02,Brookline Community Center,62
49170508,2016-01-02,Ormsby Community Center,8
49170509,2016-01-02,Phillips Community Center,24
49170510,2016-01-02,West Penn Community Center,75
49170511,2016-01-02,Magee Community Center,7
49170512,2015-12-31,Ammon Community Center,34
49170513,2015-12-31,Arlington Community Center,7
49170514,2015-12-31,Brookline Community Center,23
49170515,2015-12-31,Ormsby Community Center,25
49170516,2015-12-31,Phillips Community Center,40
49170517,2015-12-31,West Penn Community Center,19
49170518,2015-12-31,Warrington Community Center,14
49170519,2015-12-31,Magee Community Center,12
49170520,2015-12-31,Jefferson Community Center,31
49170521,2015-12-30,Arlington Community Center,26
49170522,2015-12-30,Ammon Community Center,46
49170523,2015-12-30,Brookline Community Center,132
49170524,2015-12-30,Ormsby Community Center,31
49170525,2015-12-30,Phillips Community Center,129
49170526,2015-12-30,Warrington Community Center,36
49170527,2015-12-30,West Penn Community Center,65
49170528,2015-12-30,Jefferson Community Center,19
49170529,2015-12-30,Magee Community Center,29
49170530,2015-12-29,Ammon Community Center,34
49170531,2015-12-29,Arlington Community Center,18
49170532,2015-12-29,Brookline Community Center,122
49170533,2015-12-29,Ormsby Community Center,40
49170534,2015-12-29,Phillips Community Center,96
49170535,2015-12-29,West Penn Community Center,64
49170536,2015-12-29,Warrington Community Center,24
49170537,2015-12-29,Magee Community Center,63
49170538,2015-12-29,Jefferson Community Center,11
49170539,2015-12-28,Arlington Community Center,49
49170540,2015-12-28,Ammon Community Center,40
49170541,2015-12-28,Brookline Community Center,152
49170542,2015-12-28,Ormsby Community Center,30
49170543,2015-12-28,Phillips Community Center,112
49170544,2015-12-28,Warrington Community Center,59
49170545,2015-12-28,West Penn Community Center,78
49170546,2015-12-28,Jefferson Community Center,14
49170547,2015-12-28,Magee Community Center,75
49170548,2015-12-24,Ammon Community Center,17
49170549,2015-12-24,Arlington Community Center,6
49170550,2015-12-24,Brookline Community Center,38
49170551,2015-12-24,Ormsby Community Center,16
49170552,2015-12-24,Phillips Community Center,44
49170553,2015-12-24,West Penn Community Center,14
49170554,2015-12-24,Warrington Community Center,21
49170555,2015-12-24,Magee Community Center,11
49170556,2015-12-24,Jefferson Community Center,27
49170557,2015-12-23,Arlington Community Center,29
49170558,2015-12-23,Ammon Community Center,118
49170559,2015-12-23,Brookline Community Center,107
49170560,2015-12-23,Ormsby Community Center,51
49170561,2015-12-23,Paulson Community Center,10
49170562,2015-12-23,Phillips Community Center,53
49170563,2015-12-23,Warrington Community Center,34
49170564,2015-12-23,West Penn Community Center,56
49170565,2015-12-23,Jefferson Community Center,22
49170566,2015-12-23,Magee Community Center,62
49170567,2015-12-22,Ammon Community Center,42
49170568,2015-12-22,Arlington Community Center,21
49170569,2015-12-22,Brookline Community Center,150
49170570,2015-12-22,Paulson Community Center,17
49170571,2015-12-22,Ormsby Community Center,43
49170572,2015-12-22,West Penn Community Center,49
49170573,2015-12-22,Warrington Community Center,60
49170574,2015-12-22,Magee Community Center,73
49170575,2015-12-22,Jefferson Community Center,26
49170576,2015-12-21,Arlington Community Center,35
49170577,2015-12-21,Ammon Community Center,143
49170578,2015-12-21,Brookline Community Center,128
49170579,2015-12-21,Ormsby Community Center,50
49170580,2015-12-21,Paulson Community Center,15
49170581,2015-12-21,Phillips Community Center,137
49170582,2015-12-21,Warrington Community Center,55
49170583,2015-12-21,West Penn Community Center,77
49170584,2015-12-21,Jefferson Community Center,43
49170585,2015-12-21,Magee Community Center,83
49170586,2015-12-19,Ammon Community Center,34
49170587,2015-12-19,Brookline Community Center,66
49170588,2015-12-19,Ormsby Community Center,14
49170589,2015-12-19,Phillips Community Center,26
49170590,2015-12-19,West Penn Community Center,35
49170591,2015-12-19,Magee Community Center,18
49170592,2015-12-18,Ammon Community Center,86
49170593,2015-12-18,Arlington Community Center,24
49170594,2015-12-18,Brookline Community Center,186
49170595,2015-12-18,Ormsby Community Center,29
49170596,2015-12-18,Phillips Community Center,45
49170597,2015-12-18,West Penn Community Center,43
49170598,2015-12-18,Warrington Community Center,49
49170599,2015-12-18,Magee Community Center,79
49170600,2015-12-18,Jefferson Community Center,28
49170601,2015-12-17,Arlington Community Center,28
49170602,2015-12-17,Ammon Community Center,189
49170603,2015-12-17,Brookline Community Center,115
49170604,2015-12-17,Ormsby Community Center,44
49170605,2015-12-17,Phillips Community Center,79
49170606,2015-12-17,Warrington Community Center,55
49170607,2015-12-17,West Penn Community Center,58
49170608,2015-12-17,Jefferson Community Center,26
49170609,2015-12-17,Magee Community Center,78
